Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Is opened?,Device,Within work hours,Within workdays,Department color,Department aura,Predicted_Sentiment,Confidence_Score
474,Elbertine Dowe,Professional,Human Resources,Elsinore Waterland,Middle level management,Human Resources,HR related topics,2024-03-04,unopened,desktop,yes,yes,yellow,aura2,neutral,0.8412798047065735
475,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,2024-03-30,opened,desktop,no,no,yellow,aura2,neutral,0.8412798047065735
476,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,Operational Issues,2024-03-26,opened,desktop,yes,yes,yellow,aura2,negative,0.5376729369163513
477,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,2024-03-19,opened,desktop,no,yes,yellow,aura2,neutral,0.8412798047065735
478,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,Meeting Scheduling,2024-03-07,opened,mobile,no,yes,yellow,aura2,neutral,0.8804826140403748
479,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,2024-03-07,opened,mobile,yes,yes,yellow,aura2,neutral,0.8412798047065735
480,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,HR related topics,2024-03-21,opened,desktop,yes,yes,yellow,aura2,neutral,0.8412798047065735
481,Petronilla Mapes,Professional,Human Resources,Elbertine Dowe,Professional,Human Resources,Operational Issues,2024-03-05,opened,desktop,no,yes,yellow,aura2,negative,0.5376729369163513
482,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-13,opened,desktop,yes,yes,yellow,aura2,neutral,0.8412798047065735
483,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,Meeting Scheduling,2024-03-25,opened,mobile,yes,yes,yellow,aura2,neutral,0.8804826140403748
484,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-25,opened,mobile,yes,yes,yellow,aura2,neutral,0.8412798047065735
485,Elbertine Dowe,Professional,Human Resources,Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-13,opened,desktop,yes,yes,yellow,aura2,neutral,0.8412798047065735
486,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Operational Issues,2024-03-11,opened,desktop,yes,yes,black,aura6,negative,0.5376729369163513
487,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-07,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
488,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Project Updates,2024-03-26,unopened,desktop,yes,yes,black,aura6,neutral,0.808040976524353
489,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-05,opened,desktop,no,yes,black,aura6,neutral,0.6735418438911438
490,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Security Alerts,2024-03-18,opened,desktop,yes,yes,black,aura6,neutral,0.8322566151618958
491,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Security Alerts,2024-03-26,unopened,desktop,yes,yes,black,aura6,neutral,0.8322566151618958
492,Abigael Alred,Middle level management,Information Technology (IT),Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-11,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
493,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Operational Issues,2024-03-14,opened,mobile,yes,yes,black,aura6,negative,0.5376729369163513
494,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Meeting Scheduling,2024-03-30,opened,desktop,no,no,black,aura6,neutral,0.8804826140403748
495,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Operational Issues,2024-03-25,opened,mobile,yes,yes,black,aura6,negative,0.5376729369163513
496,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Technical Support,2024-03-13,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
497,Abigael Alred,Middle level management,Information Technology (IT),Madge Torrejon,Professional,Information Technology (IT),Project Updates,2024-03-14,unopened,desktop,yes,yes,black,aura6,neutral,0.808040976524353
498,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Security Alerts,2024-03-11,opened,desktop,yes,yes,black,aura6,neutral,0.8322566151618958
499,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Meeting Scheduling,2024-03-26,opened,mobile,yes,yes,black,aura6,neutral,0.8804826140403748
500,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-18,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
501,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Meeting Scheduling,2024-03-19,opened,desktop,no,yes,black,aura6,neutral,0.8804826140403748
502,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-18,opened,mobile,no,yes,black,aura6,neutral,0.6735418438911438
503,Abigael Alred,Middle level management,Information Technology (IT),Marilyn Seeman,Professional,Information Technology (IT),Operational Issues,2024-03-05,opened,desktop,no,yes,black,aura6,negative,0.5376729369163513
504,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-12,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
505,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Meeting Scheduling,2024-03-19,opened,desktop,yes,yes,black,aura6,neutral,0.8804826140403748
506,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-05,opened,desktop,no,yes,black,aura6,neutral,0.6735418438911438
507,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Operational Issues,2024-03-04,opened,desktop,yes,yes,black,aura6,negative,0.5376729369163513
508,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Internal Policies and Procedures,2024-03-13,opened,desktop,yes,yes,black,aura6,neutral,0.8016245365142822
509,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-21,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
510,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-26,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
511,Abigael Alred,Middle level management,Information Technology (IT),Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-21,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
512,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-05,opened,mobile,yes,yes,black,aura6,neutral,0.8322566151618958
513,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-05,opened,desktop,yes,yes,black,aura6,neutral,0.8322566151618958
514,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-11,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
515,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-12,unopened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
516,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-06,opened,desktop,yes,yes,black,aura6,neutral,0.8322566151618958
517,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Meeting Scheduling,2024-03-23,opened,desktop,no,no,black,aura6,neutral,0.8804826140403748
518,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-11,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
519,Abigael Alred,Middle level management,Information Technology (IT),Lynett Amy,Professional,Information Technology (IT),Technical Support,2024-03-05,opened,desktop,no,yes,black,aura6,neutral,0.6735418438911438
520,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),HR related topics,2024-03-13,opened,mobile,no,yes,black,aura6,neutral,0.8412798047065735
521,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-19,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
522,Reina Trobey,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Operational Issues,2024-03-21,opened,desktop,yes,yes,black,aura6,negative,0.5376729369163513
523,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-23,opened,desktop,no,no,black,aura6,neutral,0.8804826140403748
524,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-04,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
525,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-26,unopened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
526,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Operational Issues,2024-03-07,opened,desktop,yes,yes,black,aura6,negative,0.5376729369163513
527,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-21,opened,desktop,yes,yes,black,aura6,neutral,0.6735418438911438
528,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-11,opened,mobile,yes,yes,black,aura6,neutral,0.8804826140403748
529,Madge Torrejon,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),HR related topics,2024-03-18,opened,desktop,yes,yes,black,aura6,neutral,0.8412798047065735
530,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Legal Matters,2024-03-05,opened,desktop,yes,yes,black,aura6,neutral,0.7993121147155762
531,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Project Updates,2024-03-29,opened,mobile,yes,yes,black,aura6,neutral,0.808040976524353
532,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-13,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
533,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-25,opened,mobile,yes,yes,black,aura6,neutral,0.6735418438911438
534,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Project Updates,2024-03-12,opened,desktop,yes,yes,black,aura6,neutral,0.808040976524353
535,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Training and Development,2024-03-07,opened,desktop,yes,yes,black,aura6,neutral,0.6831164360046387
536,Marilyn Seeman,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Security Alerts,2024-03-14,opened,desktop,no,yes,black,aura6,neutral,0.8322566151618958
537,Katina Darter,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-13,opened,mobile,no,yes,black,aura6,neutral,0.8804826140403748
538,Katina Darter,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-30,opened,desktop,no,no,black,aura6,neutral,0.8804826140403748
539,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Legal Matters,2024-03-21,opened,mobile,yes,yes,black,aura6,neutral,0.7993121147155762
540,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-23,opened,desktop,no,no,black,aura6,neutral,0.6735418438911438
541,Lynett Amy,Professional,Information Technology (IT),Abigael Alred,Middle level management,Information Technology (IT),Technical Support,2024-03-26,opened,desktop,no,yes,black,aura6,neutral,0.6735418438911438
